CAMMENU_0EV,0EV
COU_ZOOM_INVALID_2,
DUMMY,
GUIDE_BUTTON,Pek på den knappen du vil bruke
GUIDE_CENTER,Pek på punktet for sentrering
GUIDE_CHANGEFOCUS,Endre fokuspunkt ved å peke
GUIDE_CHOOSEFOCUS,Velg fokuspunkt ved å peke
GUIDE_DEMO_BACKLIGHT,Bakgrunnslys registrert
GUIDE_DEMO_BACKLIGHTPORTRAIT,Bakgrunnslys og personer registrert
GUIDE_DEMO_LANDSCAPE,Landskap registrert
GUIDE_DEMO_MACRO,Motiv registrert på veldig nært hold
GUIDE_DEMO_PORTRAIT,Personer registrert
GUIDE_DEMO_TRIPOD,Halvlys og stativ registrert
GUIDE_DEMO_TWILIGHT,Halvlys registrert
GUIDE_DEMO_TWILIGHTPORTRAIT,Halvlys og personer registrert
GUIDE_EFFECTLEVEL,Velg effektnivået
GUIDE_EXIT_TOUCH,Avslutter når skjermen berøres
GUIDE_LIGHTBEAM_LEVEL,Velg lysstrålenivået
GUIDE_RANGE,Velg effektområdet.
GUIDE_RESIZE,Størrelsesendring er fullført
GUIDE_RETOUCH_COMPLETE,Retusjering er fullført
