[dut.csv]
ID_STR_O_NW_BUTTON_CITY_NAME2_08,"GMT +9.0 Seoel"
ID_STR_O_NW_BUTTON_CITY_NAME2_09,"GMT +8.0 Singapore"
ID_STR_O_NW_BUTTON_CITY_NAME2_10,"GMT +8.0 Hongkong"
ID_STR_O_NW_BUTTON_CITY_NAME2_11,"GMT +8.0 Peking"
ID_STR_O_NW_BUTTON_CITY_NAME2_12,"GMT +7.0 Jakarta"
ID_STR_O_NW_BUTTON_CITY_NAME2_13,"GMT +7.0 Bangkok"
ID_STR_O_NW_BUTTON_CITY_NAME2_14,"GMT +6.5 Rangoon"
ID_STR_O_NW_BUTTON_CITY_NAME2_15,"GMT +6.0 Dhaka"
ID_STR_O_NW_BUTTON_CITY_NAME2_16,"GMT +6.0 Alma-Ata"
ID_STR_O_NW_BUTTON_CITY_NAME2_17,"GMT +5.5 New Delhi"
ID_STR_O_NW_BUTTON_CITY_NAME2_18,"GMT +5.5 Calcutta"
ID_STR_O_NW_BUTTON_CITY_NAME2_19,"GMT +5.0 Karachi"
ID_STR_O_NW_BUTTON_CITY_NAME2_20,"GMT +5.0 Islamabad"
ID_STR_O_NW_BUTTON_CITY_NAME2_21,"GMT +4.5 Kabul"
ID_STR_O_NW_BUTTON_CITY_NAME2_22,"GMT +4.0 Baku"
ID_STR_O_NW_BUTTON_CITY_NAME2_23,"GMT +4.0 Abu Dhabi"
ID_STR_O_NW_BUTTON_CITY_NAME2_24,"GMT +3.5 Teheran"
ID_STR_O_NW_BUTTON_CITY_NAME2_25,"GMT +3.0 Nairobi"
ID_STR_O_NW_BUTTON_CITY_NAME2_26,"GMT +3.0 Moskou"
ID_STR_O_NW_BUTTON_CITY_NAME2_27,"GMT +2.0 Istanbul"
ID_STR_O_NW_BUTTON_CITY_NAME2_28,"GMT +2.0 Helsinki"
ID_STR_O_NW_BUTTON_CITY_NAME2_29,"GMT +2.0 Caïro"
ID_STR_O_NW_BUTTON_CITY_NAME2_30,"GMT +1.0 Parijs"
ID_STR_O_NW_BUTTON_CITY_NAME2_31,"GMT +1.0 Berlijn"
ID_STR_O_NW_BUTTON_CITY_NAME2_32,"GMT +0.0 Londen"
ID_STR_O_NW_BUTTON_CITY_NAME2_33,"GMT +0.0 Lissabon"
ID_STR_O_NW_BUTTON_CITY_NAME2_34,"GMT -1.0 Azoren"
ID_STR_O_NW_BUTTON_CITY_NAME2_35,"GMT -1.0 Kaapverdische eilanden"
ID_STR_O_NW_BUTTON_CITY_NAME2_36,"GMT -2.0 Fernando de Noronha"
ID_STR_O_NW_BUTTON_CITY_NAME2_37,"GMT -3.0 Brasilia"
ID_STR_O_NW_BUTTON_CITY_NAME2_38,"GMT -3.0 Buenos Aires"
ID_STR_O_NW_BUTTON_CITY_NAME2_39,"GMT -3.5 St. John's"
ID_STR_O_NW_BUTTON_CITY_NAME2_40,"GMT -4.0 Santiago"
ID_STR_O_NW_BUTTON_CITY_NAME2_41,"GMT -5.0 Bogota"
ID_STR_O_NW_BUTTON_CITY_NAME2_42,"GMT -5.0 New York"
ID_STR_O_NW_BUTTON_CITY_NAME2_43,"GMT -6.0 Chicago"
ID_STR_O_NW_BUTTON_CITY_NAME2_44,"GMT -6.0 Mexico-stad"
ID_STR_O_NW_BUTTON_CITY_NAME2_45,"GMT -7.0 Arizona"
ID_STR_O_NW_BUTTON_CITY_NAME2_46,"GMT -7.0 Denver"
ID_STR_O_NW_BUTTON_CITY_NAME2_47,"GMT -8.0 San Francisco"
ID_STR_O_NW_BUTTON_CITY_NAME2_48,"GMT -8.0 Tijuana"
ID_STR_O_NW_BUTTON_CITY_NAME2_49,"GMT -9.0 Alaska"
ID_STR_O_NW_BUTTON_CITY_NAME2_50,"GMT -10.0 Hawaii"
ID_STR_O_NW_BUTTON_CITY_NAME2_51,"GMT -11.0 Samoa"
ID_STR_O_NW_BUTTON_CITY_NAME2_52,"GMT -12.0 Eniwetok"
ID_STR_O_NW_BUTTON_CITY_NAME2_53,"GMT -12.0 Kwajalein"
ID_STR_O_NW_BUTTON_CITY_NAME_00,"Wellington"
ID_STR_O_NW_BUTTON_CITY_NAME_01,"Fiji"
ID_STR_O_NW_BUTTON_CITY_NAME_02,"Salomonseilanden"
ID_STR_O_NW_BUTTON_CITY_NAME_03,"Sydney"
ID_STR_O_NW_BUTTON_CITY_NAME_04,"Melbourne"
ID_STR_O_NW_BUTTON_CITY_NAME_05,"Darwin"
ID_STR_O_NW_BUTTON_CITY_NAME_06,"Adelaide"
ID_STR_O_NW_BUTTON_CITY_NAME_07,"Tokio"
ID_STR_O_NW_BUTTON_CITY_NAME_08,"Seoel"
ID_STR_O_NW_BUTTON_CITY_NAME_09,"Singapore"
ID_STR_O_NW_BUTTON_CITY_NAME_10,"Hongkong"
ID_STR_O_NW_BUTTON_CITY_NAME_11,"Peking"
ID_STR_O_NW_BUTTON_CITY_NAME_12,"Jakarta"
ID_STR_O_NW_BUTTON_CITY_NAME_13,"Bangkok"
ID_STR_O_NW_BUTTON_CITY_NAME_14,"Rangoon"
ID_STR_O_NW_BUTTON_CITY_NAME_15,"Dhaka"
ID_STR_O_NW_BUTTON_CITY_NAME_16,"Alma-Ata"
ID_STR_O_NW_BUTTON_CITY_NAME_17,"New Delhi"
ID_STR_O_NW_BUTTON_CITY_NAME_18,"Calcutta"
ID_STR_O_NW_BUTTON_CITY_NAME_19,"Karachi"
ID_STR_O_NW_BUTTON_CITY_NAME_20,"Islamabad"
ID_STR_O_NW_BUTTON_CITY_NAME_21,"Kabul"
ID_STR_O_NW_BUTTON_CITY_NAME_22,"Baku"
ID_STR_O_NW_BUTTON_CITY_NAME_23,"Abu Dhabi"
ID_STR_O_NW_BUTTON_CITY_NAME_24,"Teheran"
ID_STR_O_NW_BUTTON_CITY_NAME_25,"Nairobi"
ID_STR_O_NW_BUTTON_CITY_NAME_26,"Moskou"
ID_STR_O_NW_BUTTON_CITY_NAME_27,"Istanbul"
ID_STR_O_NW_BUTTON_CITY_NAME_28,"Helsinki"
ID_STR_O_NW_BUTTON_CITY_NAME_29,"Caïro"
ID_STR_O_NW_BUTTON_CITY_NAME_30,"Parijs"
ID_STR_O_NW_BUTTON_CITY_NAME_31,"Berlijn"
ID_STR_O_NW_BUTTON_CITY_NAME_32,"Londen"
ID_STR_O_NW_BUTTON_CITY_NAME_33,"Lissabon"
ID_STR_O_NW_BUTTON_CITY_NAME_34,"Azoren"
ID_STR_O_NW_BUTTON_CITY_NAME_35,"Kaapverdische eilanden"
ID_STR_O_NW_BUTTON_CITY_NAME_36,"Fernando de Noronha"
ID_STR_O_NW_BUTTON_CITY_NAME_37,"Brasilia"
ID_STR_O_NW_BUTTON_CITY_NAME_38,"Buenos Aires"
ID_STR_O_NW_BUTTON_CITY_NAME_39,"St. John's"
ID_STR_O_NW_BUTTON_CITY_NAME_40,"Santiago"
ID_STR_O_NW_BUTTON_CITY_NAME_41,"Bogota"
ID_STR_O_NW_BUTTON_CITY_NAME_42,"New York"
ID_STR_O_NW_BUTTON_CITY_NAME_43,"Chicago"
ID_STR_O_NW_BUTTON_CITY_NAME_44,"Mexico-stad"
ID_STR_O_NW_BUTTON_CITY_NAME_45,"Arizona"
ID_STR_O_NW_BUTTON_CITY_NAME_46,"Denver"
ID_STR_O_NW_BUTTON_CITY_NAME_47,"San Francisco"
ID_STR_O_NW_BUTTON_CITY_NAME_48,"Tijuana"
ID_STR_O_NW_BUTTON_CITY_NAME_49,"Alaska"
ID_STR_O_NW_BUTTON_CITY_NAME_50,"Hawaii"
ID_STR_O_NW_BUTTON_CITY_NAME_51,"Samoa"
ID_STR_O_NW_BUTTON_CITY_NAME_52,"Eniwetok"
ID_STR_O_NW_BUTTON_CITY_NAME_53,"Kwajalein"
ID_STR_O_NW_BUTTON_CUSTOM_SETTING,"Eigen"
ID_STR_O_NW_BUTTON_DONOT_SAVE_AND_EXIT,"Sluiten zonder opslaan"
ID_STR_O_NW_BUTTON_EASY_SETTING,"Eenvoudig"
ID_STR_O_NW_BUTTON_GATEWAY,"Gateway"
ID_STR_O_NW_BUTTON_HTTPS_PORT,"HTTPS-poort"
ID_STR_O_NW_BUTTON_HTTP_PORT,"HTTP-poort"
ID_STR_O_NW_BUTTON_ID,"ID"
ID_STR_O_NW_BUTTON_IPADDRESS,"IP-adres"
ID_STR_O_NW_BUTTON_MANUAL,"Handmatig"
ID_STR_O_NW_BUTTON_MANUAL_SETTING,"Handmatige instellingen"
ID_STR_O_NW_BUTTON_NETWORK_INITIALIZATION,"Initialiseren"
ID_STR_O_NW_BUTTON_NICKNAME,"Bijnaam"
ID_STR_O_NW_BUTTON_NOT_USE,"Uitschakelen"
ID_STR_O_NW_BUTTON_NW_POWERSAVING,"Netwerkenergiebesparin."
ID_STR_O_NW_BUTTON_PASSWORD,"Wachtwoord"
ID_STR_O_NW_BUTTON_PPPOE,"PPPoE"
ID_STR_O_NW_BUTTON_PRIMARY_DNS,"Primaire DNS"
ID_STR_O_NW_BUTTON_PROXY_SERVER,"Proxyserver"
ID_STR_O_NW_BUTTON_SAVE_AND_EXIT,"Opslaan"
ID_STR_O_NW_BUTTON_SECONDARY_DNS,"Secundaire DNS"
ID_STR_O_NW_BUTTON_SECURITY_KEY,"Codeersleutel"
ID_STR_O_NW_BUTTON_SSID,"SSID"
ID_STR_O_NW_BUTTON_SUBNETMASK,"Subnetmasker"
ID_STR_O_NW_BUTTON_TIMEZONE,"Tijdzone"
ID_STR_O_NW_BUTTON_WEP,"WEP"
ID_STR_O_NW_BUTTON_WPA2_PSK_AES,"WPA2-PSK(AES)"
ID_STR_O_NW_BUTTON_WPA_PSK_AES,"WPA-PSK(AES)"
ID_STR_O_NW_BUTTON_WPA_PSK_TKIP,"WPA-PSK(TKIP)"
ID_STR_O_NW_GUIDE_AP_DELEATE,"Accesspoint wissen"
ID_STR_O_NW_GUIDE_BUTTON_OK,"OK"
ID_STR_O_NW_GUIDE_DETAILE_INFORMATION,"Accesspoint selecteren en\ngedetailleerde informatie weergeven"
ID_STR_O_NW_GUIDE_NETWORK_INITIALIZATION,"Netwerkinstellingen terugstellen op moment van aanschaf"
ID_STR_O_NW_GUIDE_NICKNAME,"Bijnaam van deze camera instellen"
ID_STR_O_NW_GUIDE_NW_NEWCREATE,"Accesspoint aanmaken/bewerken"
ID_STR_O_NW_GUIDE_NW_POWERSAVING,"Energie besparen in netwerkverbindingen"
ID_STR_O_NW_GUIDE_TIMEZONE,"Tijdzone instellen voor surfen op het web"
ID_STR_O_NW_SUBMENU_AP_DELEATE01,"Wissen"
ID_STR_O_NW_SUBMENU_AP_DELEATE02,"Dit accesspoint"
ID_STR_O_NW_SUBMENU_DETAILE_INFORMATION01,"Informatie"
ID_STR_O_NW_SUBMENU_DETAILE_INFORMATION02,"Informatie"
ID_STR_O_NW_TEXT_AP_NOT_FOUND,"Accesspoint niet gevonden"
ID_STR_O_NW_TEXT_AP_PROFILE_NAME,"Naam verbinding"
ID_STR_O_NW_TEXT_AP_PROFILE_NAME_ERROR,"Voer een naam voor de verbinding in"
ID_STR_O_NW_TEXT_AP_SELECT,"Selecteer een accesspoint"
ID_STR_O_NW_TEXT_AP_SERARCHING,"Bezig met zoeken…"
ID_STR_O_NW_TEXT_AUTO_OPERATION,"Automatisch"
ID_STR_O_NW_TEXT_CONNECTION_TEST,"Verbinding testen"
ID_STR_O_NW_TEXT_CONNECT_FAILURE,"Kan geen verbinding maken"
ID_STR_O_NW_TEXT_DELEATE,"Wissen"
ID_STR_O_NW_TEXT_GATEWAY,"Gateway"
ID_STR_O_NW_TEXT_HTTP_PORT_ERROR,"Voer een geldig poortnummer in"
ID_STR_O_NW_TEXT_ID_STR_O_NOCREATE_AP_PROFILE,"Maximaal aantal accesspoints\naangemaakt"
ID_STR_O_NW_TEXT_ID_STR_O_NOCREATE_NEWTAB,"Kan geen extra tabbladen meer openen\n\nOpen tabbladen weergeven"
ID_STR_O_NW_TEXT_INIT_MESSAGE,"Initialisatie klaar"
ID_STR_O_NW_TEXT_IPADDRESS,"IP-adres"
ID_STR_O_NW_TEXT_IPADDRESS_ERROR,"Voer een geldig IP-adres in"
ID_STR_O_NW_TEXT_NICKNAME_ERROR,"Voer een bijnaam in"
ID_STR_O_NW_TEXT_NO_AP_SETTING,"Er is geen accesspoint geconfigureerd"
ID_STR_O_NW_TEXT_PPPOE,"PPPoE"
ID_STR_O_NW_TEXT_PRIMARY_DNS,"Primaire DNS"
ID_STR_O_NW_TEXT_PROXY_SETTING,"Proxy"
ID_STR_O_NW_TEXT_SECONDARY_DNS,"Secundaire DNS"
ID_STR_O_NW_TEXT_SECURITY_KEY,"Codeersleutel"
ID_STR_O_NW_TEXT_SECURITY_KEY_ERROR,"Voer een codeersleutel in van\n5 tot 26 tekens lang"
ID_STR_O_NW_TEXT_SECURITY_KEY_LENGTH_ERROR,"Voer een codeersleutel in van\n8 tot 64 tekens lang"
ID_STR_O_NW_TEXT_SECURITY_MODE,"Codeertype"
ID_STR_O_NW_TEXT_SSID,"SSID"
ID_STR_O_NW_TEXT_SSID_ERROR,"Voer een SSID in"
ID_STR_O_NW_TEXT_SUBNETMASK,"Subnetmasker"
ID_STR_O_NW_TEXT_TEST_CONNECTING,"Bezig met testen van verbinding…"
ID_STR_O_NW_TEXT_TIMEZONE_ERROR,"Geen tijdzone ingesteld\n\nGebruik de netwerkinstellingen om de\ntijdzone in te stellen"
ID_STR_O_NW_TEXT_USE_PROXY_HTTP11,"HTTP1.1 gebruiken voor een proxy-verbinding"
ID_STR_O_NW_TITLE_ACCESS_POINT,"Accesspoint"
ID_STR_O_NW_TITLE_ADDRESS,"Selectie gedetail. netwerkinstellingen"
ID_STR_O_NW_TITLE_ADVANCE,"IP-adresinstellingen"
ID_STR_O_NW_TITLE_AP_DELEATE,"Wissen"
ID_STR_O_NW_TITLE_AP_PROFILE_NAME,"Accesspointnaam"
ID_STR_O_NW_TITLE_CHOICE_ACCESS_POINT_SSID,"Instelmethode van accesspoint"
ID_STR_O_NW_TITLE_CHOICE_DNS_SETTING,"Selectie van instelmethode van DNS"
ID_STR_O_NW_TITLE_CHOICE_PROXY_SETTING,"Selectie van gebruik van proxyserver"
ID_STR_O_NW_TITLE_CONNECTION_TEST,"Verbinding testen"
ID_STR_O_NW_TITLE_DETAILE_INFORMATION,"Informatie"
ID_STR_O_NW_TITLE_DNS,"DNS"
ID_STR_O_NW_TITLE_DNS_SETTING,"DNS-instellingen"
ID_STR_O_NW_TITLE_IPADDRESS,"Selectie van instelmethode van IP-adres"
ID_STR_O_NW_TITLE_LIST_ACCESS_POINT_SETTING,"Lijst met accesspointinstellingen"
ID_STR_O_NW_TITLE_LIST_ACCESS_POINT_SSID,"Selectie van accesspoint"
ID_STR_O_NW_TITLE_NWSETTINGTOP,"Netwerkinstellingen"
ID_STR_O_NW_TITLE_NWSETTING_RESET,"Initialiseren"
ID_STR_O_NW_TITLE_NW_POWERSAVING,"Netwerkenergiebesparin."
ID_STR_O_NW_TITLE_PPPOE,"PPPoE-instellingen"
ID_STR_O_NW_TITLE_PROXY,"Proxy"
ID_STR_O_NW_TITLE_PROXY_SETTING,"Proxyserverinstellingen"
ID_STR_O_NW_TITLE_SAVE_ACCESS_POINT_SETTING,"Accesspointinstellingen"
ID_STR_O_NW_TITLE_SECURITY_KEY,"Codeersleutelinstellingen"
ID_STR_O_NW_TITLE_SECURITY_MODE,"Selectie van codeermethode van WLAN"
ID_STR_O_NW_TITLE_SSID,"SSID-naam"
ID_STR_O_NW_TITLE_TIMEZONE,"Tijdzone"
ID_STR_O_NW_TITLE_USED_ACCESS_POINT,"Selectie van accesspoint"
ID_STR_O_SI_BUTTON_ALBUM_ALL,"Alle in deze gebeurtenis"
ID_STR_O_SI_BUTTON_FOLDER_ALL,"Alle in deze map"
ID_STR_O_SI_BUTTON_MY_FAVORITE_ALL,"Alle in Favorieten"
ID_STR_O_SI_BUTTON_SELECT_IMAGE,"Meerdere beelden"
ID_STR_O_SI_BUTTON_SHAREMARK_ALL,"Alle in upload selectie"
ID_STR_O_SI_GUIDE_EXIT_SHAREDIMAGE,"DLNA sluiten"
ID_STR_O_SI_GUIDE_SELECTED_IMAGE_ALL_CANCEL,"Selectie van alle geselecteerde\nbeelden opheffen"
ID_STR_O_SI_SUBMENU_EXIT_SHAREDIMAGE01,"Sluiten"
ID_STR_O_SI_SUBMENU_EXIT_SHAREDIMAGE02,"Sluiten"
ID_STR_O_SI_SUBMENU_SELECTED_IMAGE_CANCEL_01,"Verwijderen"
ID_STR_O_SI_SUBMENU_SELECTED_IMAGE_CANCEL_02,"Alles"
ID_STR_O_SI_TEXT_EXIT_AND_RETURN_TO_HOME,"DLNA sluiten en terugkeren naar de\nstartpagina"
ID_STR_O_SI_TEXT_EXIT_SHAREDIMAGE,"Delen van beelden sluiten"
ID_STR_O_SI_TEXT_NOT_USE_MOVIE_FILE,"Bediening kan niet worden uitgevoerd\nvoor bestanden met bewegende\nbeelden"
ID_STR_O_SI_TEXT_NOT_USE_PPPOE,"PPPoE kan niet worden gebruikt met\nhet delen van beelden"
ID_STR_O_SI_TEXT_NO_IMAGE,"Geen beelden beschikbaar"
ID_STR_O_SI_TEXT_OVER_SELECTABLE_IMAGE,"Maximumaantal beelden geselecteerd"
ID_STR_O_SI_TEXT_PUBLIC_ALL_ALBUM,"Deelt alle beelden in de gebeurtenis"
ID_STR_O_SI_TEXT_PUBLIC_ALL_ALLSHAREMARK,"Deelt alle beelden in de upload selectie"
ID_STR_O_SI_TEXT_PUBLIC_ALL_FOLDER,"Deelt alle beelden in de map"
ID_STR_O_SI_TEXT_PUBLIC_ALL_MY_FAVORITE,"Deelt alle beelden in de Favorieten"
ID_STR_O_SI_TEXT_SELECTED_IMAGE_ALL_CANCEL,"Selectie van alle geselecteerde\nbeelden opheffen"
ID_STR_O_SI_TEXT_SELECTED_IMAGE_CANCEL,"Selectie van geselecteerde\nbeelden opheffen"
ID_STR_O_SI_TEXT_SELECT_PUBLIC_MEDIA,"Selecteer de manier van delen"
ID_STR_O_SI_TEXT_TOUCH_SHARE_IMAGE,"Selecteer de beelden die u wilt delen"
ID_STR_O_SI_TITLE_SHAREDIMAGETOP,"Bekeken worden"
ID_STR_O_SS_BUTTON_10SEC,"Normaal"
ID_STR_O_SS_BUTTON_30SEC,"Langzaam"
ID_STR_O_SS_BUTTON_5SEC,"Snel"
ID_STR_O_SS_BUTTON_CONNECTION_TEST,"Verbind testen"
ID_STR_O_SS_BUTTON_LAST_CONNECTION,"Laatst verbonden apparaat"
ID_STR_O_SS_BUTTON_PLAY_IMAGE,"Weergavebeelden"
ID_STR_O_SS_BUTTON_PLAY_TIME,"Intervalinstellingen"
ID_STR_O_SS_BUTTON_REPEAT,"Herhalen"
ID_STR_O_SS_BUTTON_RESEARCH,"Op. scannen"
ID_STR_O_SS_BUTTON_SELECT_ALBUM,"Gebeurtenisitem"
ID_STR_O_SS_BUTTON_SELECT_ALL,"Alle"
ID_STR_O_SS_BUTTON_SELECT_FOLDER,"Map"
ID_STR_O_SS_BUTTON_SELECT_MY_FAVORITE,"Favorieten"
ID_STR_O_SS_BUTTON_SELECT_SHAREMARK,"Upload selectie"
ID_STR_O_SS_GUIDE_DETAILE_INFORMATION,"Informatie van geselecteerd\napparaat weergeven"
ID_STR_O_SS_GUIDE_EXIT_SLIDESHOW,"Zenden van beelden sluiten"
ID_STR_O_SS_GUIDE_SLIDESHOW_PLAY,"Beelden naar verbonden apparaat\nzenden"
ID_STR_O_SS_SUBMENU_DETAILE_INFORMATION0,"Informatie"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW01,"Sluiten"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW02,"Sluiten"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY01,"Diavoorstelling"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY02,"Diavoorstelling"
ID_STR_O_SS_TEXT_CONNECT_FAILURE,"Kan geen verbinding maken"
ID_STR_O_SS_TEXT_DENY_FROM_RENDERER,"De geselecteerde apparaatinstellingen\nzijn incompatibel"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION,"Informatie"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION_SELECT,"Selecteer een apparaat dat u wilt weergeven"
ID_STR_O_SS_TEXT_DISCONNECT_FROM_RENDERER,"Niet verbonden"
ID_STR_O_SS_TEXT_EXIT_AND_RETURN_TO_HOME,"DLNA sluiten en terugkeren naar de\nstartpagina"
ID_STR_O_SS_TEXT_EXIT_SLIDESHOW,"DLNA sluiten"
ID_STR_O_SS_TEXT_ID_STR_O_SS_TEXT_SHOWING_TO_RENDERER,"Bezig met weergeven verb. apparaat…"
ID_STR_O_SS_TEXT_IMAGE_SENDING,"Bezig met zenden…"
ID_STR_O_SS_TEXT_IPADDRESS,"IP-adres"
ID_STR_O_SS_TEXT_LAST_CONNECTION_NOT_FOUND,"Het eerder verbonden apparaat werd\nniet gevonden"
ID_STR_O_SS_TEXT_LAST_CONNECTION_SERARCHING,"Bezig met zoeken…"
ID_STR_O_SS_TEXT_MACADDRESS,"MAC-adres"
ID_STR_O_SS_TEXT_NICKNAME,"Bijnaam"
ID_STR_O_SS_TEXT_NOTREADY_RENDERER,"Het geselecteerde apparaat is niet klaar\nvoor weergeven"
ID_STR_O_SS_TEXT_NOT_USE_MOVIE_FILE,"Bediening kan niet worden uitgevoerd\nvoor bestanden met bewegende\nbeelden"
ID_STR_O_SS_TEXT_NOT_USE_PPPOE,"PPPoE kan niet worden gebruikt met\neen ander apparaat"
ID_STR_O_SS_TEXT_NO_IMAGE,"Geen beelden beschikbaar"
ID_STR_O_SS_TEXT_NO_LAST_CONNECTION_INFORMATION,"Geen informatie over laatst verbonden\napparaat"
ID_STR_O_SS_TEXT_RENDERER_CONNECTION_TIMEOUT,"Verbinding met server duurde te lang"
ID_STR_O_SS_TEXT_RENDERER_NOSUPPORT_SLIDESHOW,"Diavoorstelling wordt niet ondersteund"
ID_STR_O_SS_TEXT_RENDERER_NOT_FOUND,"Er is geen apparaat gevonden dat kan\nworden verbonden"
ID_STR_O_SS_TEXT_RENDERER_SERARCH,"Zoeken in ext. app."
ID_STR_O_SS_TEXT_RENDERER_SERARCHING,"Bezig met zoeken naar apparaat…"
ID_STR_O_SS_TEXT_RESPONSE_INCORRECT,"Ongeldig antwoord"
ID_STR_O_SS_TEXT_SEND_IMAGE_SELECT,"Selecteer de beelden die u wilt zenden"
ID_STR_O_SS_TEXT_SEND_TEST_IMAGE,"Testbeeld zenden"
ID_STR_O_SS_TEXT_SOCKET_ERROR,"Fout opgetreden tijdens zenden gegev."
ID_STR_O_SS_TEXT_TEST_IMAGE_SENDING,"Bezig met zenden van testbeeld…"
ID_STR_O_SS_TEXT_TOUCH_FIRST_IMAGE,"Selecteer eerste beeld van de diavoorstelling"
ID_STR_O_SS_TITLE_CONNECTION_TEST,"Verbinding testen"
ID_STR_O_SS_TITLE_DETAILE_INFORMATION,"Informatie"
ID_STR_O_SS_TITLE_PLAY_IMAGE,"Weergavebeelden"
ID_STR_O_SS_TITLE_PLAY_TIME,"Intervalinstellingen"
ID_STR_O_SS_TITLE_REPEAT,"Herhalen"
ID_STR_O_SS_TITLE_SLIDESHOWTOP,"Zenden + bekijken"
ID_STR_O_SS_TITLE_SLIDESHOW_PLAY,"Diavoorstelling"
ID_STR_PBMENU_FOLDERALL_ENTRY,"Alle in map toevoegen"
[eng.csv]
ID_STR_O_BR_BUTTON_BROWSER_INFORMATION,"Web Browser Information"
ID_STR_O_BR_BUTTON_CACERT,"CA Certificate"
ID_STR_O_BR_BUTTON_CACHE,"Cache"
ID_STR_O_BR_BUTTON_CACHE_ALL_DELETE,"Delete All Cache"
ID_STR_O_BR_BUTTON_CHARSET,"Character Encoding"
ID_STR_O_BR_BUTTON_CHARSET_BIG5,"Trad. Chinese(Big5)"
ID_STR_O_BR_BUTTON_CHARSET_EUC_JP,"Japanese(EUC-JP)"
ID_STR_O_BR_BUTTON_CHARSET_EUC_KR,"Korean(EUC-KR)"
ID_STR_O_BR_BUTTON_CHARSET_GB18030,"S. Chinese(GB18030)"
ID_STR_O_BR_BUTTON_CHARSET_ISO2022JP,"Japanese(ISO-2002-JP)"
ID_STR_O_BR_BUTTON_CHARSET_ISO_8859_1,"Western(ISO-8859-1)"
ID_STR_O_BR_BUTTON_CHARSET_SJIS,"Japanese(Shift-JIS)"
ID_STR_O_BR_BUTTON_CHARSET_UTF8,"Unicode(UTF-8)"
ID_STR_O_BR_BUTTON_COOKIE,"Cookie"
ID_STR_O_BR_BUTTON_COOKIE_ALL_DELETE,"Delete All Cookies"
ID_STR_O_BR_BUTTON_DETAILE_INFORMATION,"Detailed Display Settings"
ID_STR_O_BR_BUTTON_DOWN,"Down"
ID_STR_O_BR_BUTTON_HOMEPAGE,"Home Page"
ID_STR_O_BR_BUTTON_HTTPS_PORT,"HTTPS Port"
ID_STR_O_BR_BUTTON_HTTP_PORT,"HTTP Port"
ID_STR_O_BR_BUTTON_JUSTFIT,"Just-Fit Rendering"
ID_STR_O_BR_BUTTON_LARGE,"Large"
ID_STR_O_BR_BUTTON_LARGEST,"Largest Text Size"
ID_STR_O_BR_BUTTON_LAYOUTMODE,"Display Mode Settings"
ID_STR_O_BR_BUTTON_MIDDLE,"Normal"
ID_STR_O_BR_BUTTON_NORMAL,"Normal"
ID_STR_O_BR_BUTTON_OFFLINE,"Off-line"
ID_STR_O_BR_BUTTON_PROXY_DEPEND_ON_NWSETTING,"Use connection settings"
ID_STR_O_BR_BUTTON_PROXY_SERVER,"Proxy Server"
ID_STR_O_BR_BUTTON_PROXY_SETTING,"Proxy"
ID_STR_O_BR_BUTTON_ROOTCERT,"Root Certificate"
ID_STR_O_BR_BUTTON_SECURUTY,"Security"
ID_STR_O_BR_BUTTON_SMALL,"Small"
ID_STR_O_BR_BUTTON_SMALLEST,"Smallest Text Size"
ID_STR_O_BR_BUTTON_SMARTFIT,"Smart-Fit Rendering"
ID_STR_O_BR_BUTTON_TEXTSIZE,"Text size"
ID_STR_O_BR_BUTTON_TOP,"Up"
ID_STR_O_BR_GUIDE_BROWSER_INFORMATION,"Display web browser information"
ID_STR_O_BR_GUIDE_BUTTON_OK,"OK"
ID_STR_O_BR_GUIDE_CACHE,"Adjust cache settings"
ID_STR_O_BR_GUIDE_CHARSET,"Select character encoding"
ID_STR_O_BR_GUIDE_COOKIE,"Set Cookies"
ID_STR_O_BR_GUIDE_DETAILE_INFORMATION,"Set display details"
ID_STR_O_BR_GUIDE_HOMEPAGE,"Specify home page settings"
ID_STR_O_BR_GUIDE_LAYOUTMODE,"Modify display mode"
ID_STR_O_BR_GUIDE_PROXY_SETTING,"Set proxy"
ID_STR_O_BR_GUIDE_SECURUTY,"Specify security settings"
ID_STR_O_BR_GUIDE_TEXTSIZE,"Set text size"
ID_STR_O_BR_MENU_CERTINVALIDATE,"Disable"
ID_STR_O_BR_MENU_CERTVALIDATE,"Enable"
ID_STR_O_BR_MENU_CLOSE_TAB,"Close This Tab"
ID_STR_O_BR_MENU_NEW_TAB,"Open in New Tab"
ID_STR_O_BR_MENU_OPEN_TO_NEW_TAB,"Open Page in New Tab"
ID_STR_O_BR_MENU_TITLE_VIEW,"Display Title"
ID_STR_O_BR_MENU_URL_VIEW,"Display Address"
ID_STR_O_BR_SELECT_TAB,"Open This Tab"
ID_STR_O_BR_TEXT_ALL_DELEATE,"Delete All"
ID_STR_O_BR_TEXT_ANIMETION,"Animation"
ID_STR_O_BR_TEXT_AUTHENTICATION_KEEP_DATA,"Save ID/Password"
ID_STR_O_BR_TEXT_AUTHENTICATION_PASSWORD,"Password"
